OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
94934,Destroyed (>50%),123.0,Ammon Ridge,Road,,CA,0.0,HUU,Humboldt,Willow Creek ,7/15/2024 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,>50',100478.0,0.0,,40.7916172,-123.6711907
93108,Destroyed (>50%),0.0,S. State Highway 395,,Olancha,CA,93549.0,BDU,Inyo,,4/4/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Wood,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,2072521.0,1983.0,"S HWY, OLANCHA, CA 93549",36.312107,-118.0237535
130149,Destroyed (>50%),1112.0,Iliff,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,Combustible,,,287618.0,1932.0,"1112 ILIFF ST, PACIFIC PALISADES, CA 90272",34.049972,-118.5193438
66106,Destroyed (>50%),5530.0,Topa Topa,Drive,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,419052.0,1973.0,5530 TOPA TOPA DR VENTURA CA 93003,34.2913058631698,-119.221811511394
101266,No Damage,603.0,W Harriet ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,121868.0,1922.0,"603 W HARRIET ST, ALTADENA, CA 91001",34.1942776,-118.1609468
27063,No Damage,127.0,Neptune,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,Unknown,Multi Family Residence Multi Story,Multiple Residence,9.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,211414.0,2015.0,77 PLATEAU # 13 IRVINE CA 92618,33.6992314607094,-117.732291136135
121905,No Damage,3099.0,Sumac Ridge,Road,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Infrastructure,Infrastructure,0.0,Concrete,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,393360.0,1966.0,"3099 SUMAC RIDGE RD, MALIBU, CA 90265",34.0462482,-118.6459195
69431,Destroyed (>50%),10111.0,East,Road,Unincorporated,CA,0.0,MEU,Mendocino,Redwood Valley ,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,39615.0,0.0,10111 EAST RD,39.2892612861836,-123.203717932644
67889,Destroyed (>50%),7244.0,Gobernador Canyon,Road,Unincorporated,CA,0.0,SBC,Santa Barbara,,12/4/2017 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,300000.0,1964.0,"7242 GOBERNADOR CYN RD CARPINTERIA, CA 93013",34.4062768854128,-119.458213791107
85955,Destroyed (>50%),576.0,Williams Valley,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,280000.0,,576 WILLIAMS VALLEY RD GREENVILLE CA 95947,40.1564711057518,-120.939007776287
15851,No Damage,6271.0,Pleasants Valley,Road,,CA,,LNU,Solano,Vacaville ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1029393.0,,6271 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.3596611781175,-122.028042579052
85705,No Damage,123.0,Lake Almanor West,Drive,Chester,CA,96020.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,>30,,426592.0,,123 LAKE ALMANOR WEST DR CHESTER CA 96020,40.2424594054567,-121.217785939741
80962,Destroyed (>50%),10353.0,Grizzly Flat ,Road,Grizzly Flats,CA,95636.0,AEU,El Dorado,Grizzly Flat ,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,>30,<30',31230.0,,10353 GRIZZLY FLAT RD GRIZZLY FLATS CA 95636,38.6361491250759,-120.526418582133
9462,Destroyed (>50%),12102.0,Platina ,Road,,CA,,SHU,Shasta,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,321300.0,1990.0,12102 PLATINA RD IGO CA 96047,40.4773964997073,-122.61189799949
13054,Destroyed (>50%),6191.0,Highway 12,,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,180143.0,1950.0,6191 HWY 12 SANTA ROSA CA 95409,38.4542676303627,-122.621114070213
93287,No Damage,4434.0,Sites Lodoga,Road,Stonyford,CA,95979.0,LNU,Colusa,,6/17/2024 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',100918.0,1997.0,"4434 SITES LODOGA RD, STONYFORD, CA 95979",39.3102192,-122.4771835
85652,Destroyed (>50%),45065.0,Highway 36,,Mineral,CA,96061.0,TGU,Tehama,Mill Creek,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,Non Combustible,11-20,<30',130050.0,,45065 STATE HIGHWAY 36 E MINERAL CA 96061,40.2596458117986,-121.363367980986
102131,Destroyed (>50%),565.0,Sunset,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,No Fence,,,382867.0,1959.0,"565 SUNSET DR, ALTADENA, CA 91001",34.202792,-118.1318826
5473,No Damage,9.0,Nelson,Drive,,CA,0.0,TUU,Tulare,Camp Nelson,8/19/2020 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,Unscreened,Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,0.0,0.0, SEQUOIA CREST CA 93265,36.1392723551416,-118.592847648902
112704,Destroyed (>50%),2286.0,Navarro,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,,,188580.0,1926.0,"2286 NAVARRO AVE, ALTADENA, CA 91001",34.1849226,-118.1530415
95053,Destroyed (>50%),9304.0,Caliente Bodfish,Road,Caliente,CA,93518.0,KRN,Kern,,7/24/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,65154.0,0.0,"9304 CALIENTE BODFISH RD, CALIENTE, CA 93518",35.4855532,-118.5288936
27151,No Damage,70.0,Coralwood,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,,Multi Family Residence Multi Story,Multiple Residence,7.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,196568.0,2009.0,62 CORALWOOD IRVINE CA 92618,33.6988199163796,-117.735283873504
106900,Destroyed (>50%),933.0,E Palm,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,236938.0,1925.0,"933 E PALM ST, ALTADENA, CA 91001",34.1931298,-118.1305016
119491,No Damage,2390.0,Brigden ,Road,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,,,169974.0,1942.0,"2390 BRIGDEN RD, PASADENA, CA 91104",34.1657932,-118.1012015
23785,No Damage,455.0,Midway Ranch,Road,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,54431.0,1944.0,455 MIDWAY RANCH RD BOULDER CREEK CA 95006,37.1649941669689,-122.158162717015
33686,Destroyed (>50%),727.0,Hamma,Drive,Paradise Central Southwest A,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,<30',48496.0,1955.0,727  HAMMA DR   PARADISE CA 95969,39.7562122018014,-121.623250574715
56900,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,, , , , , , , , ,,,,10200.0,1900.0,5018 MAPLE SPRING RD OROVILLE CA 95965,39.7005273228639,-121.464268850366
84781,Destroyed (>50%),117.0,Anne,Street,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,No Eaves,Unscreened,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,>50',154362.0,,117 ANN ST GREENVILLE CA 95947,40.1391273812677,-120.950391912982
129622,Destroyed (>50%),1138.0,Hartzell ,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,Pacific Palisades,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,471645.0,1924.0,"1138 HARTZELL ST, PACIFIC PALISADES, CA 90272",34.0504874,-118.5205311
48739,Destroyed (>50%),29233.0,Bluewater,Road,Malibu,CA,,LAC,Los Angeles,,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,404268.0,1949.0,29233 BLUEWATER RD MALIBU CA 90265,34.0107756563532,-118.807921594438
82955,No Damage,9900.0,Echo Lakes,Road,Echo Lake,CA,95721.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30',,,9900 ECHO LAKES RD ECHO LAKE CA 95721,38.834360209576,-120.043622952033
66751,Destroyed (>50%),0.0,tomki,Road,Unincorporated,CA,0.0,MEU,Mendocino,Redwood Valley ,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,28175.0,0.0,13000 TOMKI RD,39.3310941018776,-123.232776897762
2639,Destroyed (>50%),445.0,Zink,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,6662689.0,0.0,"445 ZINK RD, BERRY CREEK CA 95916",39.6507981756596,-121.363779169536
58592,Destroyed (>50%),0.0,Harping Springs ,Road,Unincorporated,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,,,,2275856.0,,18424 HARBIN SPRINGS RD MIDDLETOWN CA 95461,38.7926401471493,-122.660391074346
127399,Destroyed (>50%),735.0,Chautauqua,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,143937.0,1947.0,"735 CHAUTAUQUA BLVD, PACIFIC PALISADES, CA 90272",34.0425108,-118.5177858
67540,Destroyed (>50%),4679.0,Katie Lee ,Way,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Combustible,Unknown,Screened,Combustible,Multi Pane, , , ,,,,221360.0,,4679 KATIE LEE WAY SANTA ROSA CA 95403,38.5004928543193,-122.747619953411
93256,No Damage,565.0,Antilope ,Street,Copperopolis,CA,95228.0,TCU,Calaveras,,6/17/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,168807.0,1988.0,"565 ANTELOPE ST, COPPEROPOLIS, CA 95228",37.9780448,-120.6366475
107810,Destroyed (>50%),2523.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,75146.0,1917.0,"2523 MARENGO AVE, ALTADENA, CA 91001",34.1886734,-118.1437089
31461,Destroyed (>50%),8030.0,Skyway,Avenue,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',121469.0,1934.0,8030  SKYWAY     PARADISE CA 95969,39.7755719506606,-121.608057257822
35766,Destroyed (>50%),13439.0,Trillium,Lane,Concow/Yankee Hill,CA,,BTU,Butte,Concow,11/8/2018 12:00:00 AM,Fire,Unknown,Motor Home,Single Residence,,Other,No Eaves,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,21-30,,7725.0,0.0,13439  TRILLIUM LN   CONCOW CA 95965,39.7909414773592,-121.513561921695
7981,No Damage,41104.0,,,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,   ,37.0832892783455,-119.316178950781
10174,No Damage,626.0,Scotland,Drive,Santa Rosa,CA,,LNU,Sonoma,Santa Rosa,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,558785.0,1984.0,626 SCOTLAND DR SANTA ROSA CA 95409,38.4635945705449,-122.630278526435
121248,No Damage,550.0,Swarthmore,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,56055.0,1949.0,"550 SWARTHMORE AVE, PACIFIC PALISADES, CA 90272",34.0392193,-118.5276327
50321,Destroyed (>50%),1475.0,Hunter Point,Road,Unincorporated,CA,,LNU,Lake,Upper Lake ,7/27/2018 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Metal,Unknown,Unknown,Combustible,Unknown,Wood,Wood,No Patio Cover/Carport,No Fence,,,196007.0,0.0,1475 HUNTER POINT RD UPPER LAKE CA 95485,39.2137055455567,-122.938382113287
31583,Destroyed (>50%),6295.0,Blackberry,Lane,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,263954.0,1966.0,6295  BLACKBERRY LN   PARADISE CA 95969,39.7666926659329,-121.56948891126
59594,Destroyed (>50%),1933.0,San Miguel,Avenue,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,,,,218615.0,,1933 SAN MIGUEL AVE SANTA ROSA CA 95403,38.4747502684388,-122.749973940104
7730,No Damage,42361.0,Bald Mountain ,Road,,CA,0.0,FKU,Fresno,Auberry ,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,137985.0,1975.0,42385 BALD MOUNTAIN RD AUBERRY CA 93602,37.065254991131,-119.409628721579
22046,No Damage,1011.0,High ,Street,,CA,,CZU,Santa Cruz,Santa Cruz ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,75417.0,1923.0,101 HIGH ST SANTA CRUZ CA 95060,37.1057411271567,-122.108268898238
40071,Destroyed (>50%),730.0,Meyers,Lane,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',46779.0,1961.0,730  MEYERS LN   PARADISE CA 95969,39.7735165483818,-121.623471409358
55029,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,84039.0,1950.0,3065 WILLIAMS RD OROVILLE CA 95965,39.6633981424499,-121.66203817219
69565,Destroyed (>50%),5330.0,Winter Creek,Road,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,514072.0,,5330 WINTER CREEK RD SANTA ROSA CA 95404,38.5153654923571,-122.703270788994
120030,Destroyed (>50%),18402.0,Clifftop,Way,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,404351.0,1965.0,"18402 CLIFFTOP WAY, MALIBU, CA 90265",34.044828,-118.5762514
111986,No Damage,2369.0,Catherine,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,246103.0,1955.0,"2639 CATHERINE RD, ALTADENA, CA 91001",34.1900556,-118.1346259
62844,Destroyed (>50%),1678.0,Buena Vista ,Street,Ventura,CA,0.0,VNC,Ventura,Ventura ,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,362372.0,1978.0,1680 BUENA VISTA ST VENTURA CA,34.285061878155,-119.273830249161
86112,No Damage,12704.0,Chester Warner Valley ,Road,Chester,CA,96020.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,26735.0,,12684 CHESTER WARNER VALLEY RD CHESTER CA 96020,40.4336945679577,-121.34860554012
7616,No Damage,61011.0,Kilowatt,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,Dozer Fuel Break,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, LAKESHORE CA 93634,37.246887841623,-119.192378557859
119979,Destroyed (>50%),3510.0,Shoreheights,Drive,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,212640.0,1965.0,"3510 SHOREHEIGHTS DR, MALIBU, CA 90265",34.0474584,-118.5724747
71436,Destroyed (>50%),3440.0,San Sonita,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,116859.0,,3440 SAN SONITA DR SANTA ROSA CA 95403,38.4717537240748,-122.749152436167
33136,Destroyed (>50%),1450.0,Bennett,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,93366.0,1930.0,1450  BENNETT RD   PARADISE CA 95969,39.7374578942893,-121.591672407451
32486,Destroyed (>50%),1919.0,Crandall,Way,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,192398.0,1972.0,1919  CRANDALL WAY   PARADISE CA 95969,39.7442055640381,-121.571541274224
58507,Destroyed (>50%),16367.0,Daly,Place,Lower Lake,CA,95457.0,LNU,Lake,,8/13/2016 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unenclosed,Unknown,Combustible,Single Pane, , , ,,,,26774.0,,16367 DALY PL LOWER LAKE CA 95457,38.9093128262057,-122.606719415794
53744,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,52541.0,1981.0,13606 S PARK DR MAGALIA CA 95954,39.8020634919546,-121.600628343136
49706,Destroyed (>50%),35000.0,Mulholland Hwy,Other,Los Angeles County,CA,,LAC,Los Angeles,Leo Carrillo ,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,,,0.0,0.0,35000 PACIFIC COAST HWY MALIBU CA 90265,34.0453993902652,-118.935573036236
88215,No Damage,13606.0,Quarry View,Road,Redding,CA,96003.0,SHU,Shasta,,9/22/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,Combustible,,,31098.0,,13606 QUARRY VIEW RD REDDING CA 96003,40.683508205148,-122.309424823768
