OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
56940,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,386678.0,1991.0,3699 DULCINEA DR OROVILLE CA 95965,39.677950395333,-121.638087991669
91936,No Damage,6225.0,Isabell ,Lane,Foresthill,CA,95631.0,NEU,Placer,,9/6/2022 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,11-20,,300076.0,1989.0,"6225 ISABELL LN, FORESTHILL, CA 95631",39.00604535,-120.84585765
36113,Destroyed (>50%),5110.0,Pentz,Road,Unincorporated,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,,1859754.0,1986.0,5110  PENTZ RD   PARADISE CA 95969,39.7296738534938,-121.567448187768
8331,No Damage,0.0,Camp Sierra,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, SHAVER LAKE CA 93664,37.1939914841325,-119.258253401049
50172,Destroyed (>50%),,Baker,,Unincorporated,CA,,TGU,Tehama,Red Bluff,6/23/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,No Eaves,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',,0.0,13301 BAKER RD RED BLUFF CA 96080,40.1810154725448,-122.261326750718
8973,Destroyed (>50%),0.0,Point,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,,,0.0,0.0,   ,37.2023863729065,-119.250066888575
79592,No Damage,3.0,35 Milestone Tract,,Kyburz,CA,95720.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,,,14461 US HIGHWAY 50 KYBURZ CA 95720,38.778854418183,-120.254408521862
131522,No Damage,14230.0,W Sunset,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Other,Single Family Residence Multi Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Unknown,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,2743343.0,1941.0,"14230 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0502583,-118.5099421
123175,Destroyed (>50%),17952.0,Tramonto,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Unknown,Combustible,,,148141.0,1961.0,"17952 TRAMONTO DR, PACIFIC PALISADES, CA 90272",34.0432907,-118.5651683
104373,No Damage,2107.0,Pasadena Glen ,Road,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,525588.0,1998.0,"2107 PASADENA GLEN RD, PASADENA, CA 91107",34.1816904,-118.0795599
90543,No Damage,5335.0,Darrah ,Road,Mariposa,CA,95338.0,MMU,Mariposa,,7/22/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,546301.0,1984.0,5335 DARRAH RD MARIPOSA 95338 CA,37.48535887,-119.87116667
81162,No Damage,7161.0,Sheer Bliss ,Road,Grizzly Flats,CA,95684.0,AEU,El Dorado,Grizzly Flats,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Composite,Combustible,No Fence,>30,,293478.0,,7161 SHEER BLISS RD SOMERSET CA 95684,38.6141478084939,-120.593904007609
129377,No Damage,523.0,Bienveneda,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,<30',171241.0,1946.0,"523 BIENVENEDA AVE, PACIFIC PALISADES, CA 90272",34.044957,-118.5409154
23542,No Damage,190.0,Sequoia Grove,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,229613.0,1975.0,190 SEQUOIA GRV BEN LOMOND CA 95005,37.1018576300098,-122.113169884544
12100,Destroyed (>50%),1557.0,Los Alamos ,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,211322.0,1989.0,1557 LOS ALAMOS RD SANTA ROSA CA 95409,38.4906487749254,-122.605785983569
9931,Destroyed (>50%),1122.0,BUCKHORN RD,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1954.0,"1122 BUCKHORN RD, HAPPY CAMP CA 96039",41.8065102001201,-123.386461200287
92897,No Damage,3978.0,Teton,Court,Copperopolis,CA,95228.0,TCU,Calaveras,,7/4/2023 5:35:00 PM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Composite,No Patio Cover/Carport,No Fence,,,149319.0,1990.0,"3978 TETON CT, COPPEROPOLIS, CA 95228",37.90913158,-120.61237889
23416,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,360000.0,,101 CATHEDRAL PARK DR BONNY DOON CA 95060,37.0459749465214,-122.15886140149
104422,Destroyed (>50%),437.0,Wapello,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,,,193908.0,1953.0,"437 WAPELLO ST, ALTADENA, CA 91001",34.199751,-118.1352462
65252,Destroyed (>50%),18985.0,guenoc rd,,Unincorporated,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,106936.0,,17985 SPRUCE GROVE RD HIDDEN VALLEY LAKE CA 95467,38.7976042000468,-122.579089395408
19321,Destroyed (>50%),5280.0,Mill Creek,Road,,CA,,LNU,Sonoma,Healdsburg ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,73878.0,1994.0,5280 MILL CREEK RD HEALDSBURG CA 95448,38.5687888565159,-122.948948669886
102027,Destroyed (>50%),3363.0,Monterosa,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Non Combustible,,,682502.0,1964.0,"3363 MONTEROSA DR, ALTADENA, CA 91001",34.2021461,-118.1337048
115736,No Damage,2956.0,N Mount Curve,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unenclosed,"Mesh Screen > 1/8""""",Vinyl,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,44269.0,1949.0,"2956 N MOUNT CURVE AVE, ALTADENA, CA 91001",34.1959797,-118.1279972
36037,Destroyed (>50%),5471.0,S Libby,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,92950.0,1964.0,5471 S LIBBY RD   PARADISE CA 95969,39.7462859467314,-121.59539420403
62820,Destroyed (>50%),1854.0,Terrace,Drive,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,182348.0,1948.0,1854 TERRACE VENTURA CA 93001,34.282833666982,-119.27117846646
84956,No Damage,152.0,Hot Springs ,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Multi Family Residence Single Story,Multiple Residence,8.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Vinyl,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,152 HOT SPRINGS RD GREENVILLE CA 95947,40.1409391037898,-120.938298548285
8686,Destroyed (>50%),60184.0,Jeffery Pine,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,0.0,0.0, LAKESHORE CA 93634,37.243327551039,-119.20619941878
122088,Destroyed (>50%),1366.0,Lachman,Lane,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Unknown,Unknown,,,938413.0,2013.0,"1366 LACHMAN LN, PACIFIC PALISADES, CA 90272",34.0596368,-118.5493041
104490,No Damage,2207.0,Brambling ,Lane,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,667435.0,1995.0,"2207 BRAMBLING LN, PASADENA, CA 91107",34.1814385,-118.0866372
31543,Destroyed (>50%),6650.0,Pentz ,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,>50',165000.0,1960.0,6650  PENTZ RD   PARADISE CA 95969,39.7776535393153,-121.574548257975
62325,Destroyed (>50%),11186.0,Pine Summit,Drive,Cobb,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,56254.0,,11188 PINE SUMMIT DR COBB CA 95426,38.8158896760294,-122.696681114583
123363,No Damage,1125.0,Las Pulgas ,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,360044.0,1960.0,"1125 LAS PULGAS RD, PACIFIC PALISADES, CA 90272",34.0533663,-118.5385125
40153,Destroyed (>50%),5668.0,Angel,Drive,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,85000.0,1960.0,5668  ANGEL DR   PARADISE CA 95969,39.7517278921084,-121.597664162311
93897,No Damage,155.0,Hallow Oak,Drive,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,224400.0,1990.0,"155 HOLLOW OAK DR, COHASSET, CA 95973",39.9333422,-121.7362775
102882,No Damage,2182.0,Grand Oaks,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,127356.0,1941.0,"2182 GRAND OAKS AVE, ALTADENA, CA 91001",34.1834438,-118.1023615
104293,Destroyed (>50%),2904.0,Olive ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Unknown,,<30',267686.0,1925.0,"2904 OLIVE AVE, ALTADENA, CA 91001",34.1950869,-118.1544386
131047,Destroyed (>50%),16001.0,Pacific Coast,Highway,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,273340.0,1969.0,"16001 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",34.0371436,-118.5371478
18063,Destroyed (>50%),3812.0,Ciarlo,Lane,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Metal,No Eaves,Unknown,Vinyl,Single Pane,Unknown,Unknown,Combustible,No Fence,,,,,   ,38.431243921373,-122.019029734196
63847,Destroyed (>50%),1916.0,Gardenview ,Circle,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,480464.0,,1916 GARDENVIEW CIR SANTA ROSA CA 95403,38.4798004939018,-122.719184679611
97628,No Damage,30968.0,Marbella ,Way,Highland,CA,92346.0,BDU,San Bernardino,Highland ,9/5/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,545000.0,2022.0,"30968 MARBELLA WAY, HIGHLAND, CA 92346",34.1100343,-117.1283754
26700,No Damage,161.0,Milky Way,,,CA,,ORC,Orange,Irvine,10/26/2020 12:00:00 AM,Fire,Unknown,Multi Family Residence Multi Story,Multiple Residence,8.0,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,,,143 MILKY WAY IRVINE CA 92618,33.698046816663,-117.703106086178
39330,Destroyed (>50%),8959.0,Skyway ,,Paradise Northwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Combustible,,<30',107610.0,1940.0,8959  SKYWAY     PARADISE CA 95969,39.7912057500819,-121.591656050028
53255,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,22076.0,1956.0,6467 PENTZ RD PARADISE CA 95969,39.7710215536344,-121.579867106415
99059,No Damage,3112.0,Blue Bird,Drive,,CA,0.0,BDU,San Bernardino,,9/5/2024 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,,34.1973929,-117.0997945
21370,No Damage,13910.0,Big Basin ,Way,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,164068.0,1959.0,13910 BIG BASIN WAY BOULDER CREEK CA 95006,37.1273504097584,-122.133424630447
35619,Destroyed (>50%),13517.0,Tufts,Court,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,,165000.0,2004.0,13517  TUFTS CT   MAGALIA CA 95954,39.8008134518739,-121.605863732697
62494,Destroyed (>50%),19594.0,Hwy 175,,Unincorporated,CA,0.0,LNU,Lake,Anderson Springs,9/12/2015 12:00:00 AM,Fire,,Mobile Home Triple Wide,Single Residence,,Combustible,Unknown,Unknown,Combustible,Single Pane, , , ,,,,209478.0,,19594 STATE HIGHWAY 175 MIDDLETOWN CA 95461,38.7777329521123,-122.677643917369
14111,No Damage,310.0,Stone Ridge,Road,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,234197.0,1980.0,310 STONE RIDGE RD ANGWIN CA 94508,38.5681213712749,-122.460032259901
39580,Destroyed (>50%),5364.0,Pentz,Road,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,119357.0,1973.0,5364  PENTZ RD   PARADISE CA 95969,39.7357152791638,-121.572462384258
84319,No Damage,241.0,Greenville Wolf Creek,Road,Greenville,CA,95947.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Church,Nonresidential Commercial,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,249132.0,,241 GREENVILLE WOLF CREEK RD GREENVILLE CA 95947,40.1419080803078,-120.958326713022
102354,Destroyed (>50%),1697.0,N Altadena,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,27067.0,1942.0,"1697 N ALTADENA DR, ALTADENA, CA 91001",34.1752821,-118.0986079
80269,No Damage,20062.0,Us Highway 50,,Twin Bridges,CA,95735.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Hand Crew Fuel Break,Single Family Residence Multi Story,Single Residence,1.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,,96999.0,,20062 US HIGHWAY 50 TWIN BRIDGES CA 95735,38.8207245332147,-120.071050299016
54530,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,, , , , , , , , ,,,,1503490.0,2004.0,9241 SKYWAY PARADISE CA 95969,39.7992957245346,-121.585342363225
102086,No Damage,3285.0,New York,Drive,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,Composite,Non Combustible,Non Combustible,,,274188.0,1983.0,"3285 NEW YORK DR, PASADENA, CA 91107",34.1641543,-118.0826491
39858,Destroyed (>50%),4298.0,Blue Balaton,Lane,Unincorporated,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,0-10,,246315.0,2000.0,4982  BLUE BALATON LN   PARADISE CA 95969,39.7269069068552,-121.576441645184
97399,No Damage,2055.0,Loma,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,503481.0,2007.0,"2055 LOMA DR, CAMARILLO, CA 93010",34.2971973,-119.0435207
69428,Destroyed (>50%),2386.0,Old Soda Springs,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Not Applicable,Unknown,Fire Resistant,Unknown, , , ,,,,135509.0,1960.0,2386 OLD SODA SPRINGS RD,38.3727530651574,-122.26110359932
93239,No Damage,345.0,Baker,Street,Copperopolis,CA,95228.0,TCU,Calaveras,,6/17/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Composite,Composite,Combustible,Combustible,,,114686.0,2001.0,"345 BAKER ST, COPPEROPOLIS, CA 95228",37.9838031,-120.6397617
108980,Destroyed (>50%),187.0,W Harriet ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,126178.0,1924.0,"187 W HARRIET ST, ALTADENA, CA 91001",34.1917544,-118.1530358
10530,No Damage,7425.0,Rancho Los Guilicos ,Road,,CA,,LNU,Sonoma,Santa Rosa,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Other,No Eaves,"Mesh Screen > 1/8""""",Other,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',5000000.0,2008.0,7425 RANCHO LOS GUILICOS RD SANTA ROSA CA 95409,38.4398495666865,-122.578416283274
117005,Destroyed (>50%),42.0,Marathon ,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Unknown,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Combustible,,,302828.0,1950.0,"42 MARATHON RD, ALTADENA, CA 91001",34.1998187,-118.1438062
124940,No Damage,426.0,Toyopa ,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,Unscreened,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,,,2967581.0,1936.0,"426 TOYOPA DR, PACIFIC PALISADES, CA 90272",34.0347094,-118.5201631
66652,Destroyed (>50%),2100.0,Anderson,Lane,Redwood City,CA,95470.0,MEU,Mendocino,Redwood valley ,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,,,,217110.0,0.0,10891 WEST RD,39.2987274153941,-123.217806551706
42539,Destroyed (>50%),5075.0,Clark,Road,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,Wood,No Deck/Porch,Combustible,No Fence,,,26010.0,1971.0,5075  CLARK RD   PARADISE CA 95969,39.7355596308245,-121.613687023064
3114,Destroyed (>50%),0.0,Cascade,Road,,CA,0.0,LMU,Plumas,Cascade,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,Unscreened,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,59327.0,1913.0,   ,39.7006756728788,-121.178854655838
31417,Destroyed (>50%),6656.0,Pentz,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,No Vents,Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,<30',27548.0,1961.0,6656  PENTZ RD   PARADISE CA 95969,39.7775143230295,-121.578145495055
35837,Destroyed (>50%),5114.0,Edgewood,Lane,Paradise Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,98372.0,1978.0,5114  EDGEWOOD LN   PARADISE CA 95969,39.7325821436238,-121.583810882091
54628,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,75625.0,1965.0,6644 ROSEWOOD DR MAGALIA CA 95954,39.8429089315043,-121.586186814626
